"","SoilType","WCR","Variety","Block","8-Heptadecene","(-)-Menthol","alpha-muurolene","Unknown RI 1061.3","3-Heptyl formate","1-Hexanol, 2-ethyl-","3-Octanone","Unknown RI 946.6","Ethanol, 2-(2-ethoxyethoxy)-","1-Decanol","Decanal","1-Dodecanol","Dodecanal","2-Ethylhexyl salicylate","trans-alpha-Bergamotene","Unknown RI 1026","Unknown RI 1677.1","3-Methyl-2-(2-methyl-2-butenyl)-furan","Unknown RI 888.7","beta-Selinene","3,6-dimethyl decane","beta-Pinene","2,4-Dimethyl-1-heptene","(E)-4,8-Dimethylnona-1,3,7-triene","Allyl butanoate","1-Butene, 4-isothiocyanato-","Sabinene","1-Octen-3-ol","Benzaldehyde, 3-ethyl-","Unknown RI 1205.1","Unknown RI 1081.4","beta-Bourbonene","Germacrene D","Heptanal","Hexanal, 2-ethyl-","Hexane, 2,3,4-trimethyl-","Isopentyl butanoate","Limonene","D-Isomenthone_11.42","Nonane, 2,2,4,4,6,8,8-heptamethyl-","n-Tridecan-1-ol","1-Undecanol","Octane, 2,2,6-trimethyl-","Octanoic acid","Orcinol","Unknown RI 1281.7","Unknown RI 1079.2","Unknown RI 1092.4","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-","Unknown RI 1434.1","2-Propenoic acid, 2-methyl-, 3,3,5-trimethylcyclohexyl ester","Camphene","alpha-Pinene","Unknown RI 1125.8","Unknown RI 1045.5","Caryophyllene","Unknown RI 1302.4","p-ethyl acetophenone","Benzothiazole","Unknown RI 899.2","Acetophenone","alpha-Phellandrene","Totals"
"A19","CCFallow","no","MastersChoice",3,0,226.782996640965,8.09273064632209,17.5273367563623,3.11034978601927,55.926755016447,0,0,0.392472763946391,4.93772305074754,0,15.891281365438,1.9165235334447,4.90526001786667,18.1365130603013,2.52119779591596,11.6420726255234,2.29681060315583,0,35.7401651382156,7.8247808350775,5.7549127647019,2.70373008660332,63.1594933236112,0,0,9.21168296881767,0,7.40565890826798,2.89617324559998,0,12.9053269676921,43.9642385190999,0,8.42948347300682,2.42478149028078,3.08174296577801,36.3506426835593,14.2258738086649,40.4253288186933,11.8228963439683,11.6420726255234,2.41586674881574,1.12779028452984,5.84106848286445,44.1141689953893,1.27974851929549,0,41.5126833843336,2.16662914665687,3.28064159918798,7.53796798209559,31.7249271865733,7.32542899863788,31.6154146149262,16.4208180158526,25.4841597031238,4.57784759330499,14.4729445183839,1.79880561508315,6.33062315252088,2.18033566642733,945.25687883762
"A20","CCFallow","yes","MastersChoice",3,0,0,0,0,0,0,0,0,0,0,0,10.1142754086386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625175623086008,0,0,0.636814259059636,0,0,0.669428582276487,0,0,0,0,5.61392015489872,0,0,0,0,0,0,0,1.13582394503041,0,0,0,2.26792064684378,0,0,0,0,0.5849295110078,0,0,0.996442852023058,0,22.6447309828645
"A21","CCFallow","yes","MastersChoice",3,0,4.73049258051926,0,18.786540398861,0,8.28790282143539,0,0,0,3.24982361011282,0,12.5899737827883,0,0,1.00644557335675,1.69197927583827,1.59819940545788,7.39442712628113,0,0,3.4962536089309,1.93917509285161,0,1.27945303011832,0,0,4.41384401508966,0,0,2.03238961788302,0,1.22633706554317,0.575621169821383,0,4.00052373828283,2.43251659182833,4.72665679369661,9.61517962539063,0,3.78770510882645,9.00066311761131,1.59819940545788,0,0,0,5.14424507445773,4.27128078436342,0,0,2.97088340588426,0.534674198723824,0,5.83219284969119,0,0.600102908011243,0.449789100097834,1.2444316175114,1.91173971259122,0,2.19408344307961,1.64141413538517,0.709818032080665,136.96495781786
"A22","CCFallow","no","MastersChoice",3,0,58.6622618937449,3.05279406670675,36.8893620260505,3.97160593143553,40.5349569380283,0,0,0,3.96338950303733,0,24.1197700834156,2.27832861401086,0.168942857920499,4.34952536791614,3.8534048721555,5.72341374242627,0.78297362345954,0.930358740956614,4.2713753067396,7.60358373853758,6.58437467474281,2.76844387382233,6.70366916518744,0,0,17.0012161556294,0,0,0,0,3.33723880122572,24.6048348485441,0.550348513451239,28.5212043239029,4.7364729226715,5.52647151217869,30.6034778744796,1.32151452042894,3.08821669375255,20.0416368488636,1.4778330443754,2.25389338560321,0,1.05142226531176,13.820490079628,5.47206730451645,0,4.62643062141819,4.66890102135976,0,16.9259349689395,35.7913855383961,5.36753657248926,9.13855766570352,1.845803659221,6.48065542273281,2.13944202475241,2.29301868518219,2.13927526770236,1.51066416470275,2.0421971761277,475.590676903585
"A23","CCFallow","yes","MastersChoice",3,0,13.431964424375,1.19937126520192,17.8364697873118,1.09014555211002,8.76632184465497,0,0,0.365528894382721,4.57456784732454,0,2.6369196548866,0,0,1.36549591607801,2.15408971323679,0,0,0,0.935704264141148,4.02379305235964,8.48560096765103,2.21666814027965,4.2616519066122,0,0,9.78929867603219,0,1.80654830288028,0,2.03973738417383,2.23885788607969,4.39894278788681,0,7.90898756144382,3.33934652439359,3.39745332727642,10.2511232392907,0,2.78770281203419,0.413402770000643,2.43391236734201,1.40267282209474,0.181043229797635,0,6.79087299973232,3.543237191925,0,1.50172570489309,0,0,5.29248307493558,25.657483144557,1.2378006664019,2.73922209410872,0.215529125562693,3.58394089271046,2.30205723080695,0,1.91180256032904,1.00916131896904,0.702150020676158,182.220788946941
"A24","CCFallow","yes","MastersChoice",3,0,74.9570942746282,1.922294345722,38.6792454301247,5.95281843148865,52.4027035750824,0,0,0.60496817814421,2.84518342280742,0.232122517237804,6.62763910023943,0.365246949309262,0.779623612385905,4.63631422286938,3.69074347697019,1.20405448226891,1.38656363128485,0.234227856241927,3.76156322863803,6.02356286790748,13.7925619312002,3.89390667838151,22.5433452106443,0,0.83519443517462,17.5422327241647,0,5.18841859505118,0,4.20296452329184,0,11.769687011348,1.94268925034805,14.3928834786754,5.5899388494263,0.982273825079637,38.1553924253811,5.18841859505118,2.63260629801872,6.75946521609729,1.20405448226891,2.36918702472658,0,1.03400482189845,11.393779424896,2.5197519521933,1.29815007617574,4.05405319050954,0.409823804474544,0,16.9733299605784,57.9968468562578,6.70178565028333,7.8061642475258,1.85999838491843,6.23830743308444,1.8035606709895,3.21427184455965,2.1267726623706,2.10575025349277,2.36152281220991,495.189064204098
"A25","CCFallow","yes","MastersChoice",4,0,4.45299101533853,2.43292354536641,53.3991931666361,3.60272905934622,18.4617119434326,0,0,1.61735816295691,1.55818211099735,0,6.87239984156192,0,2.30121380801931,5.92138138054341,3.14399437938147,3.45771921827746,0.876617619132713,0,5.30247038625792,6.51894968447752,14.2044778888337,1.27861875103902,16.8809795624617,0,0,27.0065371310029,0,0,0,5.70868283148067,4.22846045518347,8.93772783045472,0,14.1062657915989,5.42961639773771,1.07771483160674,72.9008458026584,7.67561411706427,35.7806501065754,4.84448574366369,3.45771921827746,1.68029304150676,2.4761600232375,3.14700418083362,13.075899246871,3.22910662114678,4.4171021958604,2.59656662536109,0,144.206937724299,5.40995820938957,29.3860963879021,4.34779720270651,12.3889648606844,2.97871714855865,5.45031703966476,1.28511823411102,1.72444726837669,1.43761411670081,3.88678206503854,2.63555858235755,589.198672555971
"A26","CCFallow","no","MastersChoice",4,0,17.2215419025019,10.0979328221207,109.527448878239,11.7006332474446,73.5440688331063,0.727732323328393,0,4.28347045458837,0,0,53.15511561209,2.37919104706749,7.71468343311614,13.9337424840255,6.36177553548722,7.24716691588907,3.10797664543024,0,13.7270464549247,13.3385416727268,34.6031655642664,0,46.5073853728365,0,2.22774132984943,78.4344067625919,0,0,0,5.14302522336947,10.0938315710317,17.9716384148808,0,47.941515016805,11.3207235624857,1.99676331022565,215.624336068794,10.747760121813,74.3357908252487,35.8040529273091,7.24716691588907,3.67156310375262,0,6.60303396316762,25.8550172028292,9.44326459050689,12.4964383181656,3.92084039718069,5.41368651596987,301.446433007169,22.2015193146175,75.257226774374,4.2139418073432,34.2716786672897,7.58283991948276,11.4646079888032,2.18472521249091,6.18206214626909,3.28104023444086,14.0522053946552,10.171112714028,1507.78060852202
"A27","CCFallow","no","MastersChoice",4,0,15.3185106295563,6.19122798333549,31.0389595065001,9.24179880984618,58.9393014035246,0,0,0.342180525828111,3.52303232562701,0,4.10481685538986,1.04251909897894,9.20439746662694,13.5566246811684,0,7.27527168004938,1.99903074916705,0,8.16096040013052,7.22011790712686,2.64483513322304,0.232509858606276,28.2742136028122,0,0,10.1850222911308,0,0,2.43526690265272,0,9.46471475445099,23.4693491967153,1.39437270930163,44.4875047215754,2.04595771485059,0,82.3945110689423,11.3995308509116,68.2884872430114,1.88994577299031,7.27527168004938,0,8.59249247454524,5.1070028643139,25.7961353915934,5.55508674208691,8.85313147182996,10.5521485463823,0,297.383739664328,3.27796676922343,9.51879442114832,1.91460640515552,31.8340250075036,12.0984356644674,14.6661010122289,7.09149689785151,5.95149551198293,2.60317457917441,17.2463909942755,1.42378997364986,942.506257915821
"A28","CCFallow","yes","MastersChoice",4,0,5.91208227510854,3.70508533684298,4.6158244341218,0.35305817776135,5.84036593406452,7.65813299022528,0,0,5.62635110397935,0,12.1848560792534,0,0,9.37526457667864,0,4.62366909497526,3.07261043628549,0,4.80486101236421,0,0,0,18.3782848076711,0,0,2.25402854609204,1.40431389535463,0,0,1.93911718865439,6.22662807273633,11.9628883032835,0,2.92491694460875,1.75168543842088,0,8.1875317470695,6.85095120194148,60.4899625044079,4.64502984950493,4.62366909497526,0,0,4.51277637713794,19.3542635125752,2.31511498066844,0,6.42637603088462,0,209.59242253569,0,0,2.18161708819859,22.9916125920951,4.01516060115632,5.66767376114984,0,0,1.81761583387059,0,0,478.285802359808
"A29","CCFallow","no","MastersChoice",4,0,4.19822781387236,2.73495898332207,8.21641003245291,0.749609661062879,8.25999308264513,13.4179273339665,0,0,3.50050845485009,0,9.9705447989941,0,1.23111027757035,6.95508444674334,0,3.2021975174508,3.57743614155085,0,3.88563965730991,1.96999062985548,0,0,5.01885227092401,0,0,5.99533372795904,1.11272532884897,0,0,0.572190092815891,4.70729353727735,7.22081638314642,0,8.58860322646169,0,0,13.3158492315289,4.08991619864891,46.7446090679799,5.25043037044754,3.2021975174508,0,0,0.790532848520618,13.1730435300261,0,2.0709654673026,2.78598560277992,0,174.011077971915,1.26907263753409,1.82540151631693,0,8.99986760906026,2.83891017732668,2.86513740799031,0,0,0,0,0,388.318450553909
"A30","CCFallow","no","MastersChoice",4,0,8.04005506069873,5.02429553134721,83.7318594655192,9.21773487382668,35.3584097018648,0.362526243639421,1.41180050597966,4.06397634189056,3.62491294789178,0,3.88691203956576,0.606588743891509,2.55604872708927,12.1192485688691,4.52834596774056,3.82367749621385,35.8525654524101,0,9.0119291268023,10.8406052584415,32.394585892087,0,34.8173458829994,0,0,69.5709541710504,0,0,2.90490594823691,4.53084579445109,8.03082606217687,47.89720726638,0,36.5785507444384,7.91060584456623,2.10441316002013,192.548134324196,14.6471323224981,64.6348565774139,0,3.82367749621385,0.782082990730435,0.561665710483957,3.9484589652611,22.6694124230849,5.96152855415907,8.94402284544431,1.75584019695049,0,244.672405586164,9.90726511879512,50.8702161950127,3.43081706981611,28.0473667251526,8.41970847901273,9.46039514169333,0,3.45703398321031,2.88624537831633,3.41988319650565,6.88678020459982,1172.5366623048
"A31","CCFallow","yes","MastersChoice",4,0,7.51200774434341,4.99946077167596,25.988203775363,4.24532981965411,31.3719804360063,0,0,0,5.60464360935121,0,0,0,5.81189262331998,9.95910715167067,1.86344129035313,3.57240778263748,2.19070039014713,0,8.16714531919689,6.32277273126935,2.55764930380272,0,16.3503913811996,0,0,19.4351331521784,0,0,0,3.85218460309289,7.27058207090083,15.5699578517393,0.391386611761713,27.1516149075254,1.6871081181601,0,80.0128839023037,9.36429641176228,74.7682305577972,0,3.57240778263748,0,0,5.31978022008969,21.7655687968661,4.01507274542484,5.67189822154753,3.46698398235434,0,274.349445685114,2.43460744221418,5.80112808941,3.5503943695057,24.514707867001,6.89278163549234,8.29649939605395,3.50659034180337,2.87146913736222,2.2362013666994,6.87385116564487,0,761.159900562434
"A32","CCFallow","yes","MastersChoice",4,0,3.8020745306316,1.9830508507095,18.5274033630319,0.825768174889028,12.3475283514432,8.50772649482307,0,0.218563801747374,0,0.102620061690224,4.29800647643244,0,0,7.50804048605972,0,1.28575953703248,5.70300432474909,0,3.50681081544894,3.27359410601568,0,0,7.04233794044295,0,0,10.0909681785174,4.03372548077957,0,0,0.763071332304227,3.92634748804105,7.72909318865585,0,10.0710978818893,2.12732138543765,0,34.2915664501996,3.85656386476191,46.7719349498941,2.51098043729663,1.28575953703248,0,0,1.12135842984802,13.9502893335256,1.65533568963827,2.57130906370302,4.49871301728685,0,161.508525857523,1.65492209052675,9.74665112570815,1.14020247048292,12.3614923563164,2.83134307008009,2.43114087162928,3.96159861233291,0,2.60994422406156,2.33537800451804,0,430.768923707138
"A33","CCFallow","no","MastersChoice",5,0,2.63462763020754,1.34281797637222,42.9509525747919,2.16281079182696,18.4111636547057,0,0,0,4.49790127403381,0,3.51362935282046,0,0,0,3.07092017941756,1.05896123045021,0,0,0,7.35749331174467,1.02911353445633,0,4.51845171834621,0,0,6.08561578314191,0,0,0,3.84594611247095,0,6.90064093162815,0,7.53547424108517,7.55233084761699,0,17.0720265182684,4.16457429866161,14.3755578091864,1.32533166715144,1.05896123045021,0,0,0,10.8667486879326,6.06467330462011,0,1.3602056974699,0,14.9366659699301,0.288235160707459,5.94464644579439,0,12.3846291645946,0,0,4.16805442466209,0,0,0,0,218.479161524546
"A34","CCFallow","no","MastersChoice",5,0,1.01630652632685,1.66998807300417,0,0,0,0,0,0,0,0,19.2026826539498,0,0.416287314173383,0.800755146526286,0,0.294984737232751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632327719974082,6.92268063999289,0,0,0,0,1.73633822339413,3.73554331883406,1.78968285911478,11.7674737042074,0.294984737232751,0,0,0,4.03264070603856,0,0,2.72493440462812,0.160443747868796,9.72628578464771,0,0,0,2.8750318286049,1.05982694585486,0.813753194501306,0,0,0,0,0,71.6729522661076
"A35","CCFallow","no","MastersChoice",5,0,0.960940486567202,3.17872781063133,0.292243251880771,0,0,0,0,0,2.34158783771723,0,2.64062853723557,0,4.47332723218526,1.80253468355562,0,3.126533418918,0.480646981742592,0,2.5396752202743,0,0,0,4.42865585147465,0,0,0,0,0,0.702917434397683,0,0.601460973216717,9.94827359529998,0,0,1.83354392290802,0,1.64824071547402,3.8222763806712,1.69620603095481,1.23531083912107,3.126533418918,0,0,0,1.26556453380856,0,0,9.37610564360208,0,29.0895636411157,0,2.23895102771959,0,0.405988436594556,0.487966975254464,1.43847734073348,1.35709258743204,0,1.28947764983512,0,0,97.8294524592396
"A37","CCFallow","yes","MastersChoice",5,0,2.90504205470191,2.79258671864438,11.2678139802074,2.65594914692364,6.79633362411286,0,0,0,3.83374517622807,0,24.7792829584436,0.36987092503059,0,5.04799724827417,2.04516283620012,1.43731875165764,0,0,4.78270926062268,4.05856975910232,0,0.832625434413356,6.69824152169684,0,197.461379880404,2.23309732280163,0,0,0,1.84443984956688,1.53601885712242,0,0.3769105706363,7.39431625255543,2.75844898746617,0,12.2443973036593,8.4803186024734,15.7358863291199,22.5195801121588,1.43731875165764,0,0.201961703034688,2.66386964733055,15.4381782394612,2.24886862487318,0,5.10057335844813,1.81637906860816,24.3639054423074,1.32780888238144,1.99903490819356,0,16.7494358989651,3.69063342933005,5.81521188647223,4.17051378158428,0,0,0,0,439.911737086872
"A38","CCFallow","yes","MastersChoice",5,0,0.309017689313605,0.971358876921627,0,0,0,0,0,0,1.64689561459092,0,1.36457145285552,0,2.02168275410458,1.23605726165451,0,1.58299533730265,0,0,0.223206755701753,0,0,0,2.46815686001249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71780599922093,0,4.77387714396091,1.58299533730265,0,0,0,0,0,0,3.84693666555751,0,16.3215804994908,0,2.81096100148493,0,0,0.464887443709706,0.371388906146412,0,0,0,0,0,43.7143755993315
"A39","CCFallow","yes","MastersChoice",5,0,5.66289516219202,2.38819518405309,45.3878080504544,5.41268092509971,10.2399691275114,0,0,1.74865141916708,0.856098551360715,0,25.7273169976002,0.747449271526057,0,3.55199715222668,4.34315622110689,0.796347143276913,0.452281263051528,0,2.22730166532637,8.98055393309914,0.126028503093829,4.12094916869706,9.54198383460045,0,0.774898189228307,3.2253509312389,0,0,0,2.86073307157306,2.34004729477019,6.73663151335302,0,18.8733194329689,0,0,25.9017717474518,9.98819127438696,18.0831635077145,22.0466423442908,0.796347143276913,3.36756515477799,0,0.91640846446799,14.8803827755534,2.8177231588005,0.551736047994359,1.96203833150596,2.36401472023724,20.1988501995382,0,22.7212536550025,1.05410073922604,18.9626203747471,1.21731547182207,4.27181798286759,3.99244178362729,0,0,0,1.57610111751879,344.793130001384
